"ledger_bucket","rank","id","company","role_zh","original_role","tier","status","location_bucket","location","language_path","experience_path","experience_requirement","direction","chinese_relevant","formal","internship","score","source_score","posted_at","primary_url","all_links","status_evidence","analysis"
"madrid-excluded","788","66","Ria Money Transfer","平面设计师","Graphic Designer (Marketing)","D","live","madrid","马德里及周边","english","senior","资深 / 5 年以上","production","false","true","false","0","66","","https://careers.riamoneytransfer.com/jobs/17348132-graphic-designer","https://careers.riamoneytransfer.com/jobs/17348132-graphic-designer | https://careers.riamoneytransfer.com/","Official Ria ATS page is accessible and has Apply Now; posted 16 Feb 2026, Req ID 12560; 5+ years; medium/high English is essential and Spanish is also listed without a clear level; salary and sponsorship not published","Develops brand-guided concepts for web, social, advertising, presentations, packaging and print; maintains visual consistency across touchpoints; Adobe/After Effects/Premiere, Figma, 3D and generative AI; portfolio required. Strong Spain fallback, but confirm the Spanish expectation before spending time on the form."
"review-required","789","80","Intrépido.ai / Larsson-Duprez","数字品牌延展相关机会","Claude Ecosystem Specialist","D","verify","barcelona","巴塞罗那及周边","spanish","junior","初级 / 实习","digital","false","false","true","0","66","","https://www.domestika.org/es/jobs/111903-claude-ecosystem-specialist-practicas-junior-barcelona-espana","https://www.domestika.org/es/jobs/111903-claude-ecosystem-specialist-practicas-junior-barcelona-espana | mailto:bruno@larsson-duprez.com","英语功能性；未见西语硬要求","Domestika详情页仍可访问，写明立即入职；实习薪资€600–800/月，视大学协议；可转junior合同；需发送Claude原型/自动化/prompt system和设计book"
"closed-history","790","82","Infor","品牌设计实习旧镜像—由官方记录替代","Multi-Channel Brand Design Intern","D","closed","barcelona","巴塞罗那 / hybrid","unknown","junior","初级 / 实习","brand","false","false","true","0","66","","https://es.indeed.com/viewjob?jk=2165855e51223985","https://es.indeed.com/viewjob?jk=2165855e51223985","英语明确","开放，需复核"
"review-required","791","128","EAST WEST SPACE / 旨丘","新媒体视觉设计实习生","新媒体视觉设计实习生","D","verify","barcelona","巴塞罗那及周边","english","junior","初级 / 实习","social","true","false","true","0","66","","https://www.everyart.cn/single/376","https://www.everyart.cn/single/376","中文工作环境","EveryArt页面日期为2024-08-28，不作为当前岗位"
"review-required","792","163","The Skin Lounge 012 / MiiN Cosmetics","市场经理","Marketing Manager","D","verify","barcelona","巴塞罗那及周边","spanish","senior","资深 / 5 年以上","brand","false","false","false","0","66","","https://es.linkedin.com/jobs/view/marketing-manager-barcelona-40h-at-the-skin-lounge-012-4375185663","https://es.linkedin.com/jobs/view/marketing-manager-barcelona-40h-at-the-skin-lounge-012-4375185663","英语+西语流利必需","LinkedIn当前可申请"
"other-location-or-unclear","793","168","IDNEO","设计相关实习","Graphic Design Trainee","D","verify","other","其他地区或未说明","unknown","junior","初级 / 实习","social","false","false","true","0","66","","https://offers.idneo.com/o/graphic-design-trainee-2","https://offers.idneo.com/o/graphic-design-trainee-2","英语良好；需在读大学/硕士","官方 ATS仍开放并有 Apply 表单"
"closed-history","794","185","Grupo Planeta","编辑平面设计师—重复且已关闭","Diseñador/a Gráfico/a Senior / Editorial","D","closed","barcelona","巴塞罗那","unknown","senior","资深 / 5 年以上","production","false","true","false","0","66","","https://jobs.planeta.es/","https://jobs.planeta.es/ | https://grupoplaneta.talentclue.com/es/node/add/cv/job/122815678/company/10539983/66909823?clicked_button=apply_manually","Official Grupo Planeta jobs hub is live and currently lists Dise帽ador/a Gr谩fico/a Senior in Barcelona. The official TalentClue application form for Dise帽ador/a Gr谩fico/a confirms Barcelona onsite, requests a CV (max 2 MB), salary expectations and an explicit answer on willingness to work onsite; the exact seniority/requisition match should be confirmed before applying. Spanish/Catalan and salary are not fully exposed in the public brief.","Keep as a Barcelona editorial/brand-production fallback rather than a strict VI strategy role. Prepare publication/layout, cover, typography, print-production and digital editorial samples; confirm exact team, seniority, onsite schedule, language, contract and salary before submitting."
"review-required","795","227","CELO","电商视觉相关机会","Prácticas en Diseño Gráfico","D","verify","barcelona","巴塞罗那及周边","unknown","junior","初级 / 实习","ecommerce","false","false","true","0","66","","https://es.linkedin.com/jobs/view/pr%C3%A1cticas-en-dise%C3%B1o-gr%C3%A1fico-at-celo-4426931594","https://es.linkedin.com/jobs/view/pr%C3%A1cticas-en-dise%C3%B1o-gr%C3%A1fico-at-celo-4426931594 | https://hr.celo.com/es","未明确；岗位为西语","LinkedIn显示一周内发布并有申请入口；官方Work with us页面可访问"
"review-required","796","230","NONNAYA Agencia Creativa","新媒体 / 短视频相关机会","Diseñador/a gráfico en prácticas","D","verify","barcelona","巴塞罗那及周边","unknown","junior","初级 / 实习","social","false","false","true","0","66","","https://es.linkedin.com/jobs/view/dise%C3%B1ador-a-gr%C3%A1fico-en-pr%C3%A1cticas-at-nonnaya-agencia-creativa-4384877188","https://es.linkedin.com/jobs/view/dise%C3%B1ador-a-gr%C3%A1fico-en-pr%C3%A1cticas-at-nonnaya-agencia-creativa-4384877188","未明确；西语招聘页","LinkedIn显示岗位仍可见，但未找到独立官网申请页"
"review-required","797","236","Levi Strauss & Co.","设计相关实习","Visual Merchandising & Brand Experience Intern","D","verify","barcelona","巴塞罗那及周边","spanish","junior","初级 / 实习","brand","false","true","true","0","66","","https://es.linkedin.com/jobs/view/visual-merchandising-brand-experience-intern-at-levi-strauss-co-4400798426","https://es.linkedin.com/jobs/view/visual-merchandising-brand-experience-intern-at-levi-strauss-co-4400798426","英语流利；未见西语硬要求","LinkedIn显示1周前、200+申请；直接岗位页有申请描述；官方Workday入口需从Levi careers继续核验"
"review-required","798","243","Candee / 未公开Barcelona创意机构","品牌视觉 / VI相关机会","Creative Director","D","verify","barcelona","巴塞罗那及周边","unknown","senior","资深 / 5 年以上","brand","false","false","false","0","66","","https://es.linkedin.com/jobs/view/creative-director-en-agencia-creativa-independiente-%F0%9F%92%A1-at-candee-4384740209","https://es.linkedin.com/jobs/view/creative-director-en-agencia-creativa-independiente-%F0%9F%92%A1-at-candee-4384740209","语言需确认；职位页为西语","LinkedIn详情显示约15小时前、58申请；Candee官方职位页可访问但客户机构名称未公开，申请前要确认真实雇主"
"review-required","799","248","Bitpanda","其他设计相关相关机会","Senior, Design System Designer","D","verify","barcelona","巴塞罗那及周边","spanish","senior","资深 / 5 年以上","other","false","false","false","0","66","","https://job-boards.greenhouse.io/bitpanda/jobs/4697258101","https://job-boards.greenhouse.io/bitpanda/jobs/4697258101","英语书面和口语优秀；未见西语要求；官方Greenhouse有Apply和工作许可问题","新Greenhouse职位编号与旧LinkedIn关闭记录不同，不能混为同一条；5年以上设计系统经验，组件/patterns/tokens/文档/治理、Figma/Miro/Jira、跨团队协作；25天可在其他城市/国家工作、股票计划、薪资未公开；申请表会问EU护照/工作许可。旧关闭页保留在历史记录。"
"review-required","800","257","14 / Omnicom","品牌视觉 / VI相关机会","Creative Director — Spain Hub","D","verify","barcelona","巴塞罗那及周边","english","senior","资深 / 5 年以上","brand","false","false","false","0","66","","https://es.linkedin.com/jobs/view/creative-director-spain-hub-at-14-4412901204","https://es.linkedin.com/jobs/view/creative-director-spain-hub-at-14-4412901204","西语+英语完美口语/书面必需","LinkedIn详情显示4天前、首批25名申请者；可申请"
"review-required","801","269","Scopely","艺术指导","Associate Art Director - Monopoly GO!","D","verify","barcelona","巴塞罗那及周边","english","senior","资深 / 5 年以上","brand","false","false","false","0","66","","https://job-boards.greenhouse.io/scopely/jobs/5182623008","https://job-boards.greenhouse.io/scopely/jobs/5182623008","英语工作环境；西语为加分项","旧 Greenhouse 直链现在跳转到 Scopely 通用 careers 页，无法继续证明该 requisition 当前开放；搜索索引属于旧证据，不再按开放岗位处理"
"review-required","802","274","UNIVRSE","数字品牌延展相关机会","Creative Lead","D","verify","barcelona","巴塞罗那及周边","english","senior","资深 / 5 年以上","digital","false","false","false","0","66","","https://es.linkedin.com/jobs/view/creative-lead-at-univrse-4369055617","https://es.linkedin.com/jobs/view/creative-lead-at-univrse-4369055617","英语流利；西语加分","LinkedIn搜索页显示1周前、首批25名申请者；直接详情页本轮触发429，申请状态需浏览器或登录后复核"
"review-required","803","286","Dishang Group - Spain / Studio BCN","设计相关实习","Fashion Design Intern","D","verify","barcelona","巴塞罗那及周边","english","junior","初级 / 实习","ecommerce","false","false","true","0","66","","https://es.linkedin.com/company/dishang-group-spain","https://es.linkedin.com/company/dishang-group-spain","英语流利；西语加分；工作许可、补贴和协议待确认","公司LinkedIn官方主页1个月前连续发布招聘，要求通过DM联系；不是标准ATS，需先确认是否仍收简历、合同和实习补贴"
